"HR","Name","Vmag","IRflag","RA1900","DE1900","RA","DE","GLON","GLAT","""B-V""","""U-B""","pmRA","pmDE","RadVel"
2441,"",6.57,"",6.55863888888889,4.78833333333333,6.64708333333333,4.70055555555556,207.31,-0.65,-0.07,-0.33,0.012,-0.008,33
2442,"",6.21,"",6.5575,1.70083333333333,6.64391666666667,1.61361111111111,210.03,-2.11,0.15,-0.82,-0.007,-0.005,58
2443,"8Nu 3CMa",4.43,"I",6.55819444444444,-17.8491666666667,6.6315,-17.7625,227.87,-11.11,1.15,1.04,-0.01,-0.007,-2
2444,"",6.04,"",6.56058333333333,-37.9377777777778,6.61719444444445,-37.8533333333333,246.82,-19,1.03,0.84,0.006,0.04,29
2445,"",6.34,"",6.56133333333333,-40.5280555555556,6.61425,-40.4430555555556,250.22,-20.17,1.15,NA,0.008,0.008,14
2446,"",5.71,"",6.56272222222222,-35.095,6.6205,-35.0094444444444,245.69,-18.57,-0.12,-0.51,-0.014,0.017,21
2447,"",5.27,"I",6.56744444444444,-31.7452777777778,6.62988888888889,-31.6602777777778,241.18,-16.78,1.18,1.12,0.105,0.068,79
2448,"",6.03,"",6.56888888888889,-15.215,6.64316666666667,-15.1263888888889,226.69,-10.37,0.03,0.1,-0.008,-0.023,10
2449,"",5.97,"",6.56941666666667,13.0727777777778,6.66322222222222,12.9830555555556,200.05,3.35,0.06,0.11,-0.034,-0.001,-20
2450,"",4.82,"I",6.57844444444444,-13.9438888888889,6.65463888888889,-13.8541666666667,224.26,-9.04,1.5,1.68,0.004,-0.004,29
2451,"Nu  Pup",3.17,"",6.57833333333333,-42.8919444444444,6.62936111111111,-42.8038888888889,251.94,-20.54,-0.11,-0.41,0.002,-0.006,28
2452,"",6.46,"",6.58188888888889,36.0252777777778,6.69380555555556,35.9319444444444,179.3,13.69,0.49,NA,-0.017,-0.022,86
2453,"25    Gem",6.42,"",6.58408333333333,28.2891666666667,6.68916666666667,28.1963888888889,186.47,10.42,1.09,0.85,0.008,-0.009,-6
2454,"",6.51,"",6.58605555555556,6.46277777777778,6.6755,6.37166666666667,206.02,0.49,-0.14,-0.47,-0.029,0.012,35
2455,"",6.05,"",6.59072222222222,-22.3952777777778,6.66008333333333,-22.3044444444444,233.11,-13.02,-0.03,-0.06,0.013,-0.002,26
2456,"15    Mon",4.66,"I",6.59116666666667,9.98833333333333,6.68297222222222,9.89555555555556,202.94,2.2,-0.25,-1.07,0.003,-0.006,33
2457,"",6.28,"",6.59325,16.4908333333333,6.68938888888889,16.3975,197.17,5.23,-0.01,-0.07,-0.022,-0.008,22
2458,"",6.11,"I",6.59558333333333,11.0961111111111,6.68811111111111,11.0033333333333,201.98,2.77,1.68,NA,-0.002,0.009,16
2459,"55Psi4Aur",5.02,"I",6.59675,44.6205555555556,6.71805555555556,44.5244444444444,171.18,17.26,1.48,1.83,-0.042,-0.028,-73
2460,"",5.71,"",6.598,-29.6261111111111,6.66186111111111,-29.5297222222222,239.54,-15.69,1.14,1.1,-0.006,-0.182,-24
2461,"",5.79,"",6.59913888888889,0.588611111111111,6.68483333333333,0.495277777777778,211.31,-2.08,-0.1,-0.37,-0.016,-0.003,23
2462,"",4.93,"",6.59933333333333,-47.8694444444444,6.64377777777778,-47.7797222222222,257.12,-21.91,0.87,0.6,0.008,0.012,28
2463,"",6.27,"",6.60191666666667,53.3983333333333,6.73655555555556,53.2963888888889,162.53,20.41,1.08,NA,0.05,-0.177,19
2464,"",6.19,"",6.60730555555556,37.2441666666667,6.7205,37.1469444444444,178.29,14.47,1.03,NA,0.036,-0.041,-41
2465,"",6.58,"",6.609,-37.9344444444444,6.66580555555556,-37.8411111111111,247.04,-18.47,1.18,NA,0.056,-0.027,18
2466,"26    Gem",5.21,"",6.60969444444444,17.7430555555556,6.70675,17.6452777777778,196.16,6.02,0.06,0.01,0.005,-0.087,15
2467,"",6.37,"I",6.61030555555555,6.44027777777778,6.69980555555556,6.345,206.21,0.8,-0.05,-0.94,0.01,-0.006,31
2468,"",6.18,"",6.61561111111111,-60.5552777777778,6.6335,-60.4669444444444,271.21,-25.19,0.62,0.12,-0.011,0.084,32
2469,"",5.19,"I",6.61941666666667,-8.92944444444444,6.699,-8.83277777777778,220.05,-6.26,1.53,1.89,0.043,-0.04,1
2470,"12    Lyn",4.87,"",6.62333333333333,59.5427777777778,6.77058333333333,59.4416666666667,156.31,22.48,0.08,0.08,-0.023,-0.002,-3
2471,"",6.31,"",6.62472222222222,36.2080555555556,6.73683333333333,36.1097222222222,179.35,14.24,0.06,0.11,0.014,0.014,-15
2473,"27Eps Gem",2.98,"I",6.62963888888889,25.2302777777778,6.73219444444444,25.1311111111111,189.54,9.63,1.4,1.46,-0.006,-0.013,10
2474,"",6.19,"I",6.63113888888889,3.13194444444444,6.71847222222222,3.03333333333333,209.28,-0.47,1.37,1.6,-0.001,-0.021,31
2475,"",6.12,"",6.63291666666667,-39.7455555555556,6.68725,-39.6502777777778,249.3,-18.99,-0.14,-0.59,-0.014,0.015,17
2476,"",6.65,"",6.63511111111111,-46.4211111111111,6.68036111111111,-46.3252777777778,256.68,-21.4,1.58,1.92,-0.008,-0.009,21
2477,"13    Lyn",5.35,"",6.63833333333333,57.2730555555556,6.78041666666667,57.1691666666667,158.69,21.93,0.96,0.73,0.012,-0.038,19
2478,"30    Gem",4.49,"I",6.63913888888889,13.3288888888889,6.73313888888889,13.2277777777778,200.3,4.37,1.16,1.16,-0.003,-0.058,14
2479,"",5.9,"",6.63947222222222,4.03166666666667,6.72741666666667,3.93222222222222,208.54,0.06,-0.02,-0.89,0.006,-0.006,35
2480,"28    Gem",5.44,"I",6.64033333333333,29.0722222222222,6.74597222222222,28.9708333333333,186.08,11.43,1.45,1.64,-0.004,-0.026,16
2481,"",6.13,"",6.64258333333333,-21.6469444444444,6.71272222222222,-21.5508333333333,232.26,-11.84,0.34,-0.02,-0.085,0.078,44
2482,"",6.29,"",6.64811111111111,-37.6991666666667,6.70455555555556,-37.6013888888889,247.45,-18.13,0.34,0.13,-0.015,0.005,63
2483,"56Psi5Aur",5.25,"",6.65886111111111,43.6769444444444,6.77897222222222,43.5775,172.36,17.52,0.56,0.05,-0.002,0.165,-24
2484,"31Xi  Gem",3.36,"I",6.66127777777778,13.0036111111111,6.75483333333333,12.8955555555556,200.74,4.5,0.43,0.06,-0.116,-0.191,25
2485,"",6.33,"",6.66447222222222,55.8136111111111,6.80358333333333,55.7044444444444,160.26,21.69,NA,NA,0.057,-0.101,12
2486,"",6.28,"",6.66430555555556,55.8133333333333,6.80341666666667,55.7044444444444,160.26,21.69,0.47,NA,0.058,-0.101,9
2487,"57Psi6Aur",5.22,"I",6.66725,48.8952777777778,6.79433333333333,48.7894444444444,167.26,19.47,1.12,1.04,-0.001,0.006,-8
2488,"",6.3,"",6.6675,-38.9080555555556,6.72313888888889,-38.8066666666667,248.31,-18.2,0.26,NA,-0.001,-0.019,10
2489,"32    Gem",6.46,"",6.67141666666667,12.7977777777778,6.76505555555556,12.6936111111111,200.99,4.54,NA,NA,0.001,0.002,9
2490,"42    Cam",5.14,"",6.67541666666667,67.6822222222222,6.84919444444444,67.5719444444444,147.8,24.88,-0.17,-0.63,0.002,0.002,5
2491,"9Alp CMa",-1.46,"I",6.67905555555556,-15.4211111111111,6.75247222222222,-15.2838888888889,227.22,-8.88,0,-0.05,-0.553,-1.205,-8
2492,"10    CMa",5.2,"",6.67780555555556,-29.0322222222222,6.74122222222222,-30.9294444444444,240.53,-14.98,-0.12,-0.93,-0.015,0.008,34
2493,"",6.45,"",6.68122222222222,-26.7536111111111,6.74775,-26.6586111111111,237.03,-13.42,0.54,-0.02,-0.011,0.308,-12
2494,"16    Mon",5.93,"",6.68475,8.69305555555556,6.77566666666667,8.58722222222222,204.73,2.82,-0.17,-0.69,-0.006,-0.007,10
2495,"",6.05,"",6.68694444444444,-22.6413888888889,6.75647222222222,-22.5380555555556,233.46,-11.72,1.2,1.29,-0.038,0.042,34
2497,"",6.54,"",6.68686111111111,-29.5177777777778,6.75066666666667,-29.4138888888889,240.11,-14.68,-0.11,-0.49,-0.026,0.017,18
2498,"",5.32,"",6.69072222222222,-13.31,6.76647222222222,-13.2038888888889,225.57,-7.87,0.07,0.12,-0.025,-0.017,-19
2499,"",6.2,"",6.69244444444444,18.3019444444444,6.78986111111111,18.1933333333333,196.2,7.32,0.07,0.01,0.003,-0.043,21
2500,"",5.92,"",6.694,-30.3202777777778,6.75633333333333,-30.2063888888889,241.29,-15.08,0.48,-0.03,-0.22,-0.32,32
2501,"",5.8,"",6.69511111111111,-29.1561111111111,6.75869444444444,-29.0511111111111,240.5,-14.73,-0.19,-0.88,0.01,0.002,7
2502,"",5.66,"",6.69861111111111,-9.99944444444444,6.7775,-9.89277777777778,221.42,-5.64,-0.05,-0.11,-0.017,0.003,17
2503,"17    Mon",4.77,"I",6.69833333333333,8.14527777777778,6.78883333333333,8.03722222222222,205.31,2.75,1.4,1.65,-0.026,-0.013,47
2504,"11    CMa",5.29,"",6.70480555555556,-13.6813888888889,6.78086111111111,-13.5741666666667,225.33,-7.52,-0.04,-0.25,-0.002,0.012,15
2505,"",6.51,"",6.70772222222222,-70.3266666666667,6.68272222222222,-70.2244444444444,282.5,-26.48,1.11,1.07,0.031,-0.051,21
2506,"18    Mon",4.47,"I",6.71075,2.52166666666667,6.79766666666667,2.41222222222222,210.38,0.3,1.11,1.04,-0.018,-0.012,11
2507,"",6.62,"",6.71222222222222,-38.5666666666667,6.76758333333333,-38.46,248.84,-17.84,-0.13,-0.5,0.003,0.014,16
2508,"",5.07,"I",6.71402777777778,-7.11055555555556,6.79363888888889,-7.00166666666667,220.53,-4.93,1.8,1.88,-0.016,0.005,24
2509,"12    CMa",6.08,"",6.71233333333333,-19.0927777777778,6.78375,-20.9844444444444,231.36,-10.34,-0.19,-0.62,-0.014,0.005,15
2510,"",6.21,"",6.71286111111111,-36.3319444444444,6.77002777777778,-36.2244444444444,247.13,-17.18,-0.13,-0.64,-0.008,0.002,15
2511,"43    Cam",5.12,"",6.71536111111111,69.0047222222222,6.89505555555556,68.8883333333333,146.42,25.38,-0.13,-0.43,0.003,0.008,-21
2512,"",5.71,"I",6.71952777777778,32.7202777777778,6.82813888888889,32.6066666666667,183.13,13.89,1.29,NA,-0.036,-0.047,-16
2513,"",6.57,"",6.71872222222222,-51.9058333333333,6.75725,-51.7988888888889,261.57,-22,1.08,NA,0.007,-0.007,17
2514,"",5.75,"",6.72077777777778,-0.7925,6.80527777777778,-0.680833333333333,213.75,-1.29,0.28,0.05,-0.041,-0.042,-14
2515,"",5.8,"",6.72677777777778,-51.6980555555556,6.76491666666667,-51.59,261.81,-21.99,1.53,1.82,-0.004,-0.003,23
2516,"58Psi7Aur",5.02,"I",6.72825,41.8988888888889,6.84608333333333,41.7813888888889,174.39,17.57,1.27,1.35,-0.024,-0.136,61
2517,"",6.15,"",6.73163888888889,1.11416666666667,6.81769444444444,1.00194444444444,211.77,-0.07,-0.13,-0.68,0.007,-0.004,23
2518,"",5.26,"",6.73222222222222,-36.1808333333333,6.78927777777778,-36.0702777777778,247.37,-17.02,-0.08,-0.25,-0.007,-0.015,47
2519,"33    Gem",5.85,"",6.73455555555556,16.3163888888889,6.8305,16.2027777777778,198.26,6.96,-0.13,-0.52,-0.017,-0.012,13
2520,"14    Lyn",5.33,"",6.73775,59.5672222222222,6.88475,59.4486111111111,156.54,23.32,0.65,NA,-0.006,-0.039,13
2521,"",5.74,"",6.73727777777778,-1.84083333333333,6.82122222222222,-1.72805555555556,214.71,-1.52,-0.1,0.46,-0.009,-0.004,10
2522,"",5.39,"",6.74047222222222,-14.9680555555556,6.81605555555556,-14.8552777777778,226.21,-7.38,-0.1,-0.51,0.002,-0.004,23
2523,"",5.4,"",6.74125,-50.8472222222222,6.78133333333333,-50.7341666666667,260.67,-21.52,1.34,1.24,-0.003,-0.097,-5
2524,"",6.46,"",6.74427777777778,-53.4147222222222,6.77819444444444,-53.3052777777778,264.22,-22.5,0.86,NA,-0.05,0.024,3
2525,"35    Gem",5.65,"I",6.74633333333333,13.5280555555556,6.84041666666667,13.4133333333333,200.84,5.85,1.34,NA,-0.002,-0.002,26
2526,"",5.61,"",6.75602777777778,-54.5711111111111,6.78852777777778,-54.46,265.13,-22.65,1.52,NA,0.003,0.023,35
2527,"",4.55,"I",6.75808333333333,77.105,7.00111111111111,76.9775,137.55,26.86,1.36,1.66,0.071,-0.013,-26
2528,"",6.33,"",6.75969444444444,-22.0391666666667,6.82888888888889,-23.9241666666667,234.45,-11.07,0.04,0.08,0.002,-0.003,-2
2529,"36    Gem",5.27,"",6.75927777777778,21.8791666666667,6.85916666666667,21.7611111111111,193.38,9.76,-0.02,0.01,-0.008,-0.038,34
2530,"",5.77,"",6.76205555555556,0.419444444444444,6.84719444444444,0.540833333333333,213.34,-0.38,0.39,-0.07,0.03,-0.185,-15
2531,"",6.37,"",6.76102777777778,-72.9922222222222,6.72688888888889,-72.8819444444445,284.02,-26.43,0.96,0.66,0.012,-0.093,16
2532,"",6.26,"",6.76391666666667,44.9608333333333,6.88544444444444,44.8394444444444,171.53,19.04,0.21,0.12,0.008,-0.081,6
2533,"",5.65,"I",6.76547222222222,23.72,6.86666666666667,23.6016666666667,191.74,10.64,1.45,1.96,-0.04,-0.009,40
2534,"",6.29,"",6.76480555555556,-6.07527777777778,6.84508333333333,-7.95888888888889,220.02,-3.82,0,0.02,-0.006,0,22
2535,"",5.79,"I",6.76513888888889,-15.0316666666667,6.83941666666667,-16.9161111111111,228.12,-7.93,1.44,NA,0.013,0.015,23
2536,"",6.11,"",6.76558333333333,-69.6758333333333,6.74891666666667,-69.5661111111111,281.07,-25.98,1.33,1.5,0.007,0.007,5
2537,"",7.04,"",6.76833333333333,-26.7819444444444,6.835,-26.6661111111111,237.51,-12.36,-0.18,-0.82,-0.004,0.002,33
2538,"13Kap CMa",3.96,"",6.76841666666667,-31.6069444444444,6.83069444444444,-31.4913888888889,242.36,-14.49,-0.23,-0.92,-0.007,0.004,14
2539,"59    Aur",6.12,"",6.76905555555556,38.9886111111111,6.88375,38.8691666666667,177.4,16.91,0.37,0.12,0.005,0.008,1
2540,"34The Gem",3.6,"",6.76997222222222,34.0819444444444,6.87980555555556,33.9611111111111,182.1,15.02,0.1,0.14,-0.002,-0.048,21
2541,"60    Aur",6.3,"",6.77275,38.5627777777778,6.88705555555556,38.4380555555556,177.83,16.79,0.49,NA,0.034,-0.176,32
2542,"",6.01,"I",6.77275,35.9080555555556,6.88427777777778,35.7886111111111,180.38,15.77,1.45,NA,-0.02,0.015,6
2543,"",6.38,"",6.77358333333333,3.16111111111111,6.86091666666667,3.04166666666667,210.25,1.44,0.04,0.09,-0.01,-0.042,24
2544,"",6.33,"",6.77569444444444,-24.3386111111111,6.84358333333333,-24.2219444444444,236.11,-11.61,-0.18,-0.77,-0.006,0.014,21
2545,"",5.7,"",6.77680555555556,-30.4105555555556,6.83980555555556,-30.2938888888889,241.64,-14.07,0.14,-0.52,-0.002,0.012,20
2546,"",6.55,"",6.78408333333333,-44.6683333333333,6.83272222222222,-44.55,254.96,-19.21,1.51,1.83,0.019,-0.044,15
2547,"61Psi8Aur",6.48,"",6.78491666666667,38.6275,6.89916666666667,38.505,177.82,16.95,-0.05,-0.19,-0.01,-0.026,27
2548,"",5.14,"",6.78477777777778,-45.4919444444444,6.83183333333333,-45.3852777777778,256.12,-19.6,0.45,-0.02,0.004,0.37,20
2549,"",4.99,"",6.78725,-33.7508333333333,6.84788888888889,-33.6327777777778,244.21,-15.02,1.38,1.56,0.007,0.006,30
2550,"Alp Pic",3.27,"",6.78605555555556,-60.1661111111111,6.80316666666667,-60.0586111111111,271.92,-24.1,0.21,0.13,-0.069,0.269,21
2551,"",5.77,"I",6.78972222222222,8.50194444444444,6.88038888888889,8.38027777777778,205.62,4.12,0.26,0.1,-0.05,-0.032,27
2552,"",6.3,"",6.791,-4.80444444444444,6.87302777777778,-4.68388888888889,217.77,-2.21,0.99,0.76,-0.02,-0.008,31
2553,"Tau Pup",2.93,"",6.79088888888889,-49.5047222222222,6.83227777777778,-49.3852777777778,260.16,-20.86,1.2,1.21,0.036,-0.07,36
2554,"",4.4,"",6.79469444444444,-52.4947222222222,6.83091666666667,-52.3777777777778,263.24,-21.76,0.92,0.61,0,0.03,26
2555,"",6.24,"",6.79708333333333,11.1222222222222,6.88958333333333,10.9963888888889,203.33,5.42,0.97,NA,0.011,-0.136,-34
2556,"",6.34,"",6.79827777777778,45.9525,6.92088888888889,45.8263888888889,170.67,19.72,0.94,0.65,-0.037,-0.067,31
2557,"",6.13,"",6.80044444444444,44.0347222222222,6.92075,43.91,172.59,19.08,0.32,0.19,0.01,-0.009,-7
2558,"",5.96,"",6.803,-35.8919444444444,6.86175,-35.7697222222222,246.06,-15.58,0.18,NA,-0.048,-0.064,4
2559,"Zet Men",5.64,"",6.80625,-79.2916666666667,6.66741666666667,-79.1863888888889,292.6,-27.21,0.2,0.15,-0.016,0.055,7
2560,"15    Lyn",4.35,"I",6.81027777777778,58.5538888888889,6.95458333333333,58.4225,157.77,23.6,0.85,0.52,-0.005,-0.135,9
2561,"",6.05,"",6.81122222222222,57.6902777777778,6.95366666666667,57.5633333333333,158.68,23.38,1.49,1.75,0.018,0.022,-54
2562,"",6.11,"",6.81152777777778,-59.8669444444444,6.83363888888889,-59.7508333333333,270.18,-23.49,0.46,NA,0.009,0.109,23
2563,"",6.42,"",6.81419444444444,-47.8286111111111,6.85911111111111,-47.7075,257.9,-19.89,1.21,1.23,0.039,-0.009,-9
2564,"38    Gem",4.65,"",6.81669444444444,13.305,6.91075,13.1777777777778,201.51,6.67,0.3,0.07,0.078,-0.083,24
2565,"",5.64,"",6.81572222222222,-17.0902777777778,6.88855555555555,-18.9672222222222,230.2,-8.15,0.28,0.14,-0.049,0.003,30
2566,"",6.14,"",6.81641666666667,-17.1894444444444,6.88936111111111,-17.0666666666667,230.11,-8.1,0.15,0.13,-0.028,0.023,41
2567,"",6.4,"I",6.81641666666667,-25.1669444444444,6.88336111111111,-25.0425,237.43,-11.61,1.53,2.29,-0.031,-0.061,-13
2568,"Psi9Aur",5.87,"",6.819,46.4011111111111,6.94230555555556,46.2741666666667,170.3,20.07,-0.06,-0.45,0.018,0.013,-41
2569,"37    Gem",5.73,"",6.81936111111111,25.5008333333333,6.92183333333333,25.3755555555556,190.42,12.06,0.57,0,-0.042,0.022,-11
2570,"",6.41,"",6.82069444444444,-4.27222222222222,6.90236111111111,-4.1475,218.45,-2.07,0.17,0.16,-0.02,-0.001,17
2571,"15    CMa",4.83,"",6.82038888888889,-19.8994444444444,6.89247222222222,-19.7758333333333,231.3,-8.62,-0.21,-0.96,-0.009,0.004,28
2572,"",5.45,"",6.82213888888889,-0.998333333333333,6.90683333333333,-0.873055555555555,214.27,0.15,0.18,0.16,0.003,-0.012,-9
2573,"",5.86,"",6.82536111111111,46.8358333333333,6.94888888888889,46.705,169.89,20.28,1.08,NA,-0.102,-0.09,39
2574,"14The CMa",4.07,"I",6.82572222222222,-10.0866666666667,6.90316666666667,-11.9613888888889,223.98,-4.85,1.43,1.7,-0.137,-0.013,97
2575,"",6.52,"",6.82544444444444,-41.6188888888889,6.87769444444444,-41.4955555555556,252.22,-17.73,0.42,0.12,-0.002,-0.008,41
2576,"",6.04,"",6.82641666666667,-27.5966666666667,6.89275,-27.4602777777778,238.95,-12.16,0.71,0.27,0.274,-0.438,72
2577,"",6.21,"",6.82736111111111,-0.369166666666667,6.91169444444444,-0.243611111111111,214.87,-0.08,0.56,-0.35,0.006,0.006,9
2578,"",6.21,"",6.82983333333333,-23.5861111111111,6.89869444444444,-23.4608333333333,235.29,-10.4,0.01,0.1,-0.027,-0.012,27
2579,"",6.46,"",6.82922222222222,-42.1477777777778,6.87975,-42.0241666666667,253.67,-18.23,-0.1,-0.38,-0.005,0.001,26
2580,"16Omi1CMa",3.87,"I",6.83302777777778,-23.9411111111111,6.90219444444444,-23.8161111111111,234.98,-10.21,1.73,1.99,-0.008,0.013,36
2581,"",5.68,"I",6.83327777777778,70.9427777777778,7.02263888888889,70.8080555555556,144.42,26.31,1.33,NA,0.017,-0.019,-17
2582,"",6.04,"",6.83272222222222,-1.32277777777778,6.91633333333333,-1.19638888888889,215.83,-0.49,1.1,0.85,-0.016,0.002,20
2583,"",6.91,"",6.83425,-22.1972222222222,6.90361111111111,-22.0716666666667,234.76,-10.08,-0.28,-0.89,-0.009,0.003,130
2584,"",6.29,"",6.83561111111111,8.45166666666667,6.92627777777778,8.32472222222222,205.98,4.7,0.04,0.06,-0.019,0.017,20
2585,"16    Lyn",4.9,"",6.83869444444444,45.2241666666667,6.96030555555556,45.0941666666667,171.55,19.87,0.03,0.05,-0.021,-0.004,-8
2586,"",5.89,"",6.84069444444444,33.8102777777778,6.95013888888889,33.6811111111111,182.72,15.72,0.88,NA,-0.019,0,-10
2587,"",6.57,"",6.84422222222222,-52.0341666666667,6.87969444444444,-53.91,263.86,-21.48,1.08,NA,-0.019,0.016,14
2588,"17    CMa",5.74,"",6.84544444444444,-19.7227777777778,6.91741666666667,-19.5952777777778,231.62,-8.39,0.08,NA,-0.003,-0.004,-15
2589,"",5.92,"",6.84877777777778,10.0861111111111,6.9405,9.95638888888889,204.61,5.62,-0.08,-0.35,-0.015,-0.014,33
2590,"19Pi  CMa",4.68,"",6.85477777777778,-19.9911111111111,6.92705555555556,-19.8636111111111,231.44,-8.15,0.37,0.05,0.047,0.043,8
2591,"",6.32,"",6.85491666666667,-41.7613888888889,6.90741666666667,-41.6344444444444,252.21,-17.38,2.24,2.79,0.002,0.014,32
2592,"",6.41,"",6.85480555555556,-58.7830555555556,6.87927777777778,-58.6588888888889,269.31,-22.93,0.18,NA,-0.012,0.039,-2
2593,"18Mu  CMa",5,"I",6.85877777777778,-12.0858333333333,6.93516666666667,-13.9563888888889,225.99,-5.34,1.18,NA,-0.001,0.005,19
2594,"",6.26,"",6.85933333333333,-49.5094444444444,6.90063888888889,-49.3883333333333,260.38,-20.24,0.99,NA,-0.049,0.218,44
2595,"",5.3,"",6.85955555555556,-21.1877777777778,6.92966666666667,-21.0586111111111,234.01,-9.33,-0.18,-0.8,-0.017,0.003,38
2596,"20Iot CMa",4.37,"",6.86127777777778,-15.0755555555556,6.93561111111111,-16.9458333333333,228.7,-6.68,-0.07,-0.7,-0.003,0.002,41
2597,"",6.27,"",6.86408333333333,12.0391666666667,6.95713888888889,11.9075,202.96,6.71,0.34,0.27,0.019,0,9
2598,"",6.36,"",6.86883333333333,-30.3397222222222,6.93188888888889,-30.21,242.21,-13.03,NA,NA,-0.006,0.013,21
2599,"",6.34,"",6.86980555555556,-7.9525,6.95002777777778,-7.82111111111111,220.85,-2.49,0.64,0.26,-0.007,0.002,-5
2600,"62    Aur",6,"I",6.87055555555556,38.1894444444444,6.98411111111111,38.0522222222222,178.64,17.72,1.23,1.17,-0.043,-0.122,25
2601,"39    Gem",6.1,"",6.87711111111111,26.2125,6.97983333333333,26.0811111111111,190.09,13.07,0.46,0.02,-0.168,0.093,6
2602,"Iot Vol",5.4,"",6.87658333333333,-69.1611111111111,6.8575,-69.0366666666667,281.74,-25.53,-0.11,-0.38,0.001,0.023,19
2603,"",6.61,"",6.88338888888889,-21.9297222222222,6.95411111111111,-21.7966666666667,233.48,-8.71,-0.19,-0.8,-0.006,-0.015,32
2604,"",6.29,"",6.88616666666667,-34.7908333333333,6.94602777777778,-34.6583333333333,245.63,-14.29,1.29,NA,-0.001,-0.003,18
2605,"40    Gem",6.4,"",6.88816666666667,26.05,6.99108333333333,25.9141666666667,190.31,13.14,-0.11,-0.47,-0.011,-0.008,12
2606,"",6.27,"",6.88727777777778,7.7575,6.9775,7.62194444444444,206.95,5.06,0.11,0.1,-0.016,-0.03,-12
2607,"",5.46,"",6.89063888888889,-23.5,6.95941666666667,-23.3694444444444,235.73,-9.7,0.36,0.03,-0.058,0.106,20
2608,"",4.95,"",6.89338888888889,-47.4108333333333,6.93777777777778,-47.2788888888889,258.6,-19.29,1.69,1.92,0.006,0.01,22
2609,"",5.07,"",6.89563888888889,87.2055555555556,7.67513888888889,87.02,126.22,27.72,1.63,1.97,-0.045,-0.028,-25
2610,"",5.97,"",6.89483333333333,3.73805555555556,6.9825,3.60222222222222,210.58,3.31,1.06,0.88,-0.002,-0.004,17
2611,"",6.23,"",6.89519444444444,-26.5963888888889,6.96177777777778,-26.4625,238.42,-10.91,-0.14,-0.66,-0.034,0.005,24
2612,"",6.23,"",6.89525,-34.6258333333333,6.95488888888889,-34.4925,245.83,-14.26,0.46,-0.04,-0.037,0.008,10
2613,"",6.35,"",6.89891666666667,7.45333333333333,6.98891666666667,7.31694444444444,207.3,5.08,-0.11,-0.47,-0.019,-0.011,5
2614,"",6.37,"",6.90183333333333,-26.9705555555556,6.96877777777778,-26.8352777777778,238.12,-10.67,-0.19,-0.82,0.006,-0.008,18
2615,"41    Gem",5.68,"I",6.90861111111111,16.2172222222222,7.00438888888889,16.0788888888889,199.48,9.16,1.66,1.82,-0.007,-0.005,22
2616,"",5.59,"",6.90833333333333,-24.7216666666667,6.97663888888889,-24.5861111111111,236.55,-9.82,-0.16,-0.7,-0.01,0.015,28
2617,"",6.5,"I",6.90916666666667,70.8766666666667,7.09772222222222,70.7319444444445,144.56,26.67,NA,NA,0.037,-0.008,20
2618,"21Eps CMa",1.5,"I",6.91158333333333,-27.1641666666667,6.97708333333333,-27.0277777777778,239.83,-11.33,-0.21,-0.93,0.004,0.003,27
2619,"",5.06,"",6.91261111111111,-32.0241666666667,6.97363888888889,-33.8883333333333,244.61,-13.49,-0.16,-0.65,-0.006,0.005,19
2620,"",6.59,"",6.91316666666667,32.5544444444444,7.02144444444444,32.4144444444444,184.3,16.06,0.27,0.14,0.011,-0.02,-28
2621,"",6.42,"",6.915,-29.1383333333333,6.97883333333333,-29.0022222222222,241.72,-12.16,-0.14,-0.61,0.004,0.021,14
2622,"",6.3,"",6.92316666666667,-4.76972222222222,7.005,-4.63305555555556,218.72,-0.48,0.57,0.09,-0.118,0.088,54
2623,"",6.26,"",6.92305555555556,-20.5352777777778,6.99425,-20.3966666666667,233.19,-7.94,-0.15,-0.78,-0.002,-0.01,33
2624,"",5.96,"",6.9265,-7.7325,7.00658333333333,-7.59305555555556,221.43,-1.85,-0.08,-0.34,-0.009,0.001,10
2625,"",6.31,"",6.93008333333333,-19.9808333333333,7.00225,-19.8411111111111,231.93,-7.21,-0.15,-0.62,-0.028,-0.008,32
2626,"",6.22,"",6.92977777777778,-44.3702777777778,6.97827777777778,-44.2319444444444,255.83,-17.88,0,-0.06,-0.005,-0.021,34
